2023-07-20 01:03:20.1285980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,
2023-07-20 01:03:20.2288134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,
2023-07-20 01:03:20.3359554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,
2023-07-20 01:03:20.4442655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,
2023-07-20 01:03:20.5529261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,
2023-07-20 01:03:20.6627558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,
2023-07-20 01:03:20.7715455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,
2023-07-20 01:03:20.8845123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,
2023-07-20 01:03:20.9965163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,
2023-07-20 01:03:21.1003017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,
2023-07-20 01:03:21.2124361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,
2023-07-20 01:03:21.3245186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,
2023-07-20 01:03:21.4288183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,0,0,0,0,0,0.5,0,0.850071430000753,
2023-07-20 01:03:21.5403768,0,0,0,0,0,0,0,0,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,0,0,0,0,0,0.5,0,0.850071430000753,0,0,0,0,0,-1.5,0,0.599857139999585,
2023-07-20 01:03:21.6523977,0,0,0,0,0,5137.5,0,-8405.9557487,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,0,0,0,0,0,0.5,0,0.850071430000753,0,0,0,0,0,-1.5,0,0.599857139999585,0,0,0,0,0,0,0,0.200000000000728,
2023-07-20 01:03:21.7636979,0,0,0,0,0,0,0,-0.225000000002183,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,0,0,0,0,0,0.5,0,0.850071430000753,0,0,0,0,0,-1.5,0,0.599857139999585,0,0,0,0,0,0,0,0.200000000000728,0,0,0,0,0,0.5,0,-0.0498571400003129,
2023-07-20 01:03:21.8687211,0,0,0,0,0,0,0,-0.0148571399986395,0,0,0,0,0,-2,0,0.875071430002208,0,0,0,0,0,-1,0,0.324928569998519,0,0,0,0,0,1,0,-0.0999999999985448,0,0,0,0,0,0,0,0.525142859996777,0,0,0,0,0,0,0,-7.14300003892276E-05,0,0,0,0,0,0,0,-0.5749285699967,0,0,0,0,0,0,0,0.174928569998883,0,0,0,0,0,1,0,0.0499285699988832,0,0,0,0,0,-0.5,0,-0.0250714300000254,0,0,0,0,0,0.5,0,0.850071430000753,0,0,0,0,0,-1.5,0,0.599857139999585,0,0,0,0,0,0,0,0.200000000000728,0,0,0,0,0,0.5,0,-0.0498571400003129,0,0,0,0,0,0,0,0.0999999999985448,
