5440,-7896.35139
5440,-7896.371533
5440,-7896.976676
5440,-7897.081605
5443.5,-7896.900819
5443.5,-7896.670962
5443,-7896.115605
5443,-7896.165748
5443,-7898.43589
5444,-7898.435533
5444,-7897.735319
5444,-7897.565319
5444,-7897.390462
5444,-7897.405676
5444,-7897.455605
5444,-7897.910247
5444,-7897.91989
5444,-7898.125462
5444,-7896.460033
5443,-7896.285033
5443,-7896.579605
5443,-7895.299747
5443,-7896.444462
5443,-7896.379819
5443,-7897.669676
5443,-7898.749962
5440.5,-7903.07039
5440.5,-7902.99539
5441,-7902.279962
5441,-7902.20989
5441,-7902.109747
5441,-7902.529462
5438.5,-7902.35939
5438.5,-7902.05939
5438.5,-7901.359533
5440,-7901.359533
5440,-7901.139533
5440,-7901.084676
5440,-7901.034462
5440,-7900.484533
5440,-7900.468105
5440,-7900.04839
5441.5,-7900.658533
5441.5,-7899.853462
5441.5,-7899.483747
5441.5,-7899.618819
5441.5,-7899.468533
5441.5,-7900.088462
5441.5,-7899.863605
5441.5,-7900.42339
5443,-7899.528462
5443,-7898.913247
5443,-7898.678605
5443,-7898.718676
5443,-7899.018819
5443,-7899.053962
5443,-7898.708819
5443,-7898.748962
5443,-7898.75389
5443,-7898.80839
5443,-7898.933676
5443,-7899.234676
5443,-7899.084962
5443,-7899.565105
5443,-7901.536319
5443,-7904.981033
5443,-7905.146748
5443,-7905.66189
5443,-7906.47189
5443,-7906.13239
5435.5,-7907.012533
5435.5,-7907.862748
5435.5,-7907.912319
5434,-7908.712462
5434,-7909.412533
5436,-7908.562748
5435.5,-7908.513033
5435.5,-7907.872676
5435.5,-7907.58789
5435.5,-7907.587676
5435.5,-7907.587676
5435.5,-7906.892748
5435.5,-7907.537176
5435.5,-7907.437176
5437,-7905.297105
5437,-7904.567105
5433,-7909.042533
5433,-7908.817676
5432,-7909.867819
5432,-7909.462748
5431,-7910.867819
5431.5,-7911.957748
5432,-7912.432748
5432,-7913.782676
5432,-7913.412533
5432,-7913.277319
5432,-7913.41739
5432,-7913.412462
5431.5,-7913.402533
5431.5,-7913.477533
5432,-7914.027676
5432,-7914.612176
5432,-7915.087533
5432,-7914.772533
5434,-7913.02239
5434,-7913.337533
5433.5,-7912.887605
5434.5,-7912.437462
5434.5,-7912.337033
5436,-7911.216962
5436,-7911.432176
5433.5,-7911.502105
5433.5,-7911.461962
5433,-7912.361962
5432,-7912.91239
5430.5,-7914.263105
5430.5,-7914.388033
5429,-7915.263105
5428,-7915.088033
5428.5,-7915.013748
5428.5,-7915.389033
5430,-7915.389176
5430,-7916.013962
5428.5,-7918.089176
5427.5,-7920.388962
5427.5,-7921.809105
5427.5,-7921.359605
5428.5,-7921.254248
5427,-7921.039176
5428.5,-7921.17939
5429,-7921.244748
5428,-7924.11539
5426,-7924.29039
5426,-7925.140319
5428,-7924.840176
5429,-7924.490248
5428,-7924.440819
5428,-7924.940676
5428,-7923.890605
5428,-7923.615748
5428,-7923.610748
5428,-7923.595819
5428,-7921.780533
5431,-7921.290248
5431,-7920.885176
5431,-7920.070319
5431,-7922.885748
5431,-7922.985748
5431,-7921.240819
5431,-7920.810819
5431,-7921.715819
5431,-7921.39139
5431,-7921.646319
5431,-7921.521462
5431,-7920.896248
5431.5,-7918.71139
5432,-7917.535962
5433,-7918.181033
5433,-7917.961105
5434,-7917.380819
5434,-7916.096105
5435.5,-7916.766033
5435.5,-7916.36089
5435.5,-7916.46589
5435.5,-7914.49089
5435.5,-7915.096105
5435.5,-7914.53089
5435.5,-7915.01089
5437.5,-7915.251105
5437,-7914.706033
5436.5,-7914.761033
5436.5,-7914.871176
5436.5,-7915.221319
5435,-7915.331819
5435,-7916.441819
5435,-7917.216676
5437,-7917.54639
5437,-7918.371676
5437,-7918.371676
5437,-7918.371676
5437,-7918.371533
5437,-7918.221605
5439,-7915.12639
5439.5,-7915.12639
5440,-7914.761319
5439,-7914.88639
5439,-7916.936676
5438.5,-7915.506676
5440,-7913.57139
5440,-7913.521319
5439.5,-7913.576176
5439.5,-7912.691176
5439.5,-7910.891105
5439.5,-7910.791033
5441,-7908.990748
5441,-7906.95589
5441,-7908.141033
5441,-7908.235533
5440,-7908.240676
5439,-7908.065676
5439,-7908.035676
5439,-7907.485676
5439,-7907.50089
5440,-7908.100533
5440,-7907.755533
5440,-7908.530676
5440,-7909.810533
5440,-7909.775676
5440,-7910.175748
5440,-7909.52089
5441,-7908.240676
5441,-7908.005676
5441,-7907.830533
5441,-7907.830748
5441,-7908.005676
5441,-7908.140605
5441,-7908.140676
5441,-7909.225819
5441,-7909.335748
5441,-7909.33589
5441,-7908.025819
5441,-7908.125676
5441,-7908.070605
5441,-7908.070676
5442.5,-7907.95539
5442.5,-7907.825462
5442.5,-7907.815462
5442.5,-7908.640462
5442.5,-7908.810748
5442.5,-7908.96589
5442.5,-7908.690605
5440.5,-7908.906248
5440.5,-7908.886319
5441.5,-7909.876105
5441.5,-7909.876248
5440.5,-7910.001248
5440,-7910.001462
5440,-7909.486533
5440,-7909.486605
5438,-7909.556748
5438,-7910.531748
5438,-7910.481676
5438,-7910.181748
5438,-7909.826676
5438,-7909.876748
5438,-7910.037033
5438,-7910.036962
5438,-7910.336962
5438,-7910.461962
5438,-7910.46189
5438,-7910.286676
5439.5,-7909.536319
5439.5,-7909.671319
5439,-7909.545962
5439,-7909.67089
5439,-7909.685748
5438.5,-7909.150533
5438.5,-7909.225605
5438.5,-7908.60539
5438.5,-7906.845533
5438.5,-7906.025676
5438.5,-7906.225105
5438.5,-7908.17539
5438.5,-7908.260462
5438.5,-7908.790748
5438.5,-7908.84089
5438.5,-7908.840962
5437.5,-7908.005962
5436.5,-7907.470962
5436.5,-7907.90589
5436,-7907.85589
5437,-7907.280819
5437.5,-7906.890962
5437,-7907.110962
5437,-7907.11089
5437.5,-7906.340748
5437.5,-7905.375748
5437.5,-7904.875748
5437.5,-7904.415748
5437.5,-7904.415676
5438.5,-7904.315748
5438.5,-7902.180605
5438.5,-7902.360676
5439.5,-7901.940676
5439.5,-7901.990605
5439.5,-7901.940676
5439.5,-7901.935533
5439.5,-7901.935462
5439.5,-7902.185462
5441,-7901.720319
5441,-7901.355176
5440.5,-7901.28039
5441,-7901.43539
5440,-7901.830533
5439,-7902.735605
5439,-7902.685605
5438,-7903.510605
5438,-7903.560533
5439,-7903.275533
5439,-7902.865462
5439,-7902.74039
5439,-7902.775319
5439,-7902.65039
5439,-7902.280248
5439,-7902.990248
5439,-7901.620319
5439,-7901.620248
5439,-7901.720248
5441,-7901.720176
5441,-7901.335176
5441,-7901.160105
5441,-7901.255176
5442,-7901.159962
5442,-7901.109962
5442,-7901.259819
5442,-7901.30989
5442,-7901.230105
5442,-7901.085176
5442,-7901.135033
5442,-7900.960105
5442,-7901.705033
5442,-7901.34489
5442,-7903.190033
5442,-7902.819962
5442,-7902.44989
5442,-7903.044962
5442,-7903.044962
5442,-7902.994962
5442,-7902.985105
5442,-7901.745105
5440.5,-7901.310176
5439,-7901.64039
5439,-7901.010605
5439,-7901.530676
5438.5,-7900.535748
5437,-7900.435819
5437,-7899.680819
5437.5,-7899.89089
5437.5,-7900.171248
5437.5,-7899.371605
5437,-7898.486819
5437,-7897.211748
5438.5,-7896.146605
5438.5,-7895.756533
5438.5,-7895.671462
5439,-7894.380748
5441,-7889.585533
5440.5,-7890.475462
5439.5,-7891.365462
5439.5,-7890.190533
5439.5,-7891.725533
5438,-7890.515819
5437.5,-7891.665962
5437.5,-7891.990962
5438,-7892.116748
5436,-7892.542033
5436,-7892.991605
5436,-7894.491605
5436,-7895.116748
5436,-7895.51189
5436,-7894.176605
5436,-7893.651533
5436,-7893.796176
5436,-7894.446105
5436,-7894.220962
5439.5,-7894.55089
5439.5,-7895.216676
5439.5,-7897.19189
5439.5,-7897.591819
5439,-7896.767176
5439,-7896.617248
5439,-7896.367248
5438,-7896.392319
5438,-7896.367248
5440,-7896.417248
5440,-7896.917533
5440,-7896.817533
5440,-7896.093248
5440,-7896.118676
5441,-7896.119033
5441.5,-7896.219319
5441.5,-7894.808676
5440.5,-7894.819033
5441,-7893.843605
5441.5,-7893.938819
5441.5,-7893.118891
5441.5,-7892.663819
5445,-7891.423105
5443.5,-7891.303248
5442.5,-7892.103533
5442,-7893.168391
5442,-7893.168391
5442,-7893.168891
5443,-7892.094176
5443,-7892.693891
5443,-7892.518891
5443,-7892.473819
5445,-7889.648748
5445,-7890.008748
5445.5,-7889.873676
5445.5,-7889.794319
5445.5,-7891.618891
5445.5,-7892.643748
5444,-7892.483962
5445,-7892.583605
5446.5,-7891.027676
5446.5,-7891.102748
5446.5,-7890.07239
5446.5,-7890.532676
5448.5,-7888.652962
5447,-7888.653105
5447,-7890.378033
5447.5,-7889.522819
5447.5,-7889.417891
5446.5,-7889.172962
5446.5,-7888.672748
5446.5,-7888.447748
5446.5,-7889.397891
5446.5,-7890.593176
5446.5,-7890.743248
5447,-7890.118033
5447.5,-7887.077748
5446,-7887.122819
5443,-7888.108462
5443,-7888.313462
