2021-03-03-09:10:00;1.20645;0.78095;60.73;3889.75;20.6791;5.7015;112.035;
2021-03-03-09:10:03;1.2064;0.78095;60.73;3889.5;20.67892;5.7015;112.13;
2021-03-03-09:10:06;1.20645;0.78099;60.73;3889.5;20.67829;5.701;112.09;
2021-03-03-09:10:09;1.20645;0.78099;60.73;3889.5;20.67868;5.6995;112.1;
2021-03-03-09:10:12;1.20645;0.78099;60.73;3889.5;20.67868;5.6995;112.09;
2021-03-03-09:10:15;1.20645;0.78099;60.73;3889.5;20.67868;5.6995;112.08;
2021-03-03-09:10:18;1.20645;0.78099;60.73;3889.5;20.67868;5.6995;112.08;
2021-03-03-09:10:21;1.20645;0.78097;60.73;3889.5;20.67875;5.6995;112.08;
2021-03-03-09:10:24;1.20645;0.78097;60.73;3889.75;20.67875;5.6995;112.085;
2021-03-03-09:10:27;1.20645;0.78095;60.73;3889.75;20.67875;5.6995;112.115;
2021-03-03-09:10:30;1.20635;0.78095;60.72;3889.5;20.67875;5.6995;112.14;
2021-03-03-09:10:33;1.20635;0.78095;60.71;3889.25;20.67875;5.6995;112.115;
2021-03-03-09:10:36;1.20635;0.78094;60.71;3889.25;20.67899;5.699;112.11;
2021-03-03-09:10:39;1.20635;0.78095;60.71;3889.5;20.67899;5.6995;112.12;
2021-03-03-09:10:42;1.20635;0.78095;60.71;3889.25;20.67899;5.699;112.115;
2021-03-03-09:10:45;1.20635;0.78095;60.71;3889.25;20.67899;5.699;112.1;
2021-03-03-09:10:48;1.20635;0.78095;60.71;3889;20.67912;5.7;112.07;
2021-03-03-09:10:51;1.20635;0.78092;60.72;3889;20.68121;5.701;112.075;
2021-03-03-09:10:54;1.20635;0.78095;60.71;3889.5;20.6786;5.701;112.08;
2021-03-03-09:10:57;1.20635;0.78095;60.72;3889.25;20.678;5.701;112.08;
2021-03-03-09:11:00;1.2064;0.78104;60.72;3889.5;20.677;5.7015;112.09;
2021-03-03-09:11:03;1.2064;0.78103;60.73;3889.25;20.67692;5.702;112.115;
2021-03-03-09:11:06;1.2064;0.78103;60.72;3889;20.67692;5.703;112.105;
2021-03-03-09:11:09;1.2064;0.781;60.72;3889;20.68088;5.705;112.06;
2021-03-03-09:11:12;1.2064;0.781;60.73;3889;20.678;5.7035;112.07;
2021-03-03-09:11:15;1.2064;0.781;60.73;3889;20.6769;5.7035;112.07;
2021-03-03-09:11:18;1.2064;0.781;60.72;3888.75;20.6771;5.704;112.065;
2021-03-03-09:11:21;1.20645;0.78102;60.72;3888.75;20.6779;5.704;112.04;
2021-03-03-09:11:24;1.20645;0.78102;60.72;3888.75;20.6779;5.704;111.93;
2021-03-03-09:11:27;1.20645;0.78102;60.72;3889.25;20.6774;5.704;111.9;
2021-03-03-09:11:30;1.20645;0.78105;60.71;3889;20.6774;5.704;111.9;
2021-03-03-09:11:33;1.20645;0.78105;60.71;3889;20.6774;5.7045;111.915;
2021-03-03-09:11:36;1.20645;0.78105;60.71;3889.25;20.6778;5.7045;111.91;
2021-03-03-09:11:39;1.20645;0.78105;60.7;3889;20.6778;5.7025;111.895;
2021-03-03-09:11:42;1.20645;0.78105;60.69;3889;20.678;5.7025;111.81;
2021-03-03-09:11:45;1.20645;0.78105;60.68;3888.75;20.678;5.703;111.85;
2021-03-03-09:11:48;1.2065;0.78111;60.69;3889;20.678;5.703;111.87;
2021-03-03-09:11:51;1.20655;0.78111;60.7;3889;20.6778;5.703;111.875;
2021-03-03-09:11:54;1.20655;0.78113;60.7;3889;20.6772;5.703;111.89;
2021-03-03-09:11:57;1.20655;0.78118;60.7;3889.25;20.6753;5.703;111.91;
2021-03-03-09:12:00;1.20655;0.78121;60.71;3889.75;20.6731;5.701;111.925;
2021-03-03-09:12:03;1.20655;0.7812;60.71;3889.5;20.67632;5.701;111.885;
2021-03-03-09:12:06;1.20655;0.7812;60.71;3889.5;20.6756;5.701;111.89;
2021-03-03-09:12:09;1.2066;0.7813;60.72;3889.5;20.6753;5.704;111.85;
