2021-02-09-09:10:00;1.21105;0.77154;57.87;3903;20.05205;5.3795;119.68;
2021-02-09-09:10:03;1.21105;0.77151;57.87;3902.75;20.05408;5.38;119.66;
2021-02-09-09:10:06;1.21105;0.77151;57.87;3902.75;20.05462;5.38;119.66;
2021-02-09-09:10:09;1.21105;0.77152;57.87;3902.75;20.05437;5.379;119.685;
2021-02-09-09:10:12;1.21105;0.77152;57.88;3902.75;20.0523;5.379;119.665;
2021-02-09-09:10:15;1.21105;0.77151;57.88;3902.75;20.0523;5.379;119.675;
2021-02-09-09:10:18;1.21105;0.77152;57.88;3902.75;20.0518;5.379;119.68;
2021-02-09-09:10:21;1.21105;0.77152;57.9;3903;20.05212;5.379;119.685;
2021-02-09-09:10:24;1.21105;0.77152;57.9;3902.75;20.05226;5.379;119.68;
2021-02-09-09:10:27;1.21105;0.77153;57.9;3902.75;20.05447;5.379;119.68;
2021-02-09-09:10:30;1.21105;0.77157;57.89;3902.75;20.05669;5.379;119.685;
2021-02-09-09:10:33;1.21105;0.77157;57.89;3902.75;20.05668;5.379;119.685;
2021-02-09-09:10:36;1.21105;0.77157;57.89;3902.75;20.06117;5.381;119.67;
2021-02-09-09:10:39;1.21105;0.77155;57.89;3902.75;20.06177;5.381;119.67;
2021-02-09-09:10:42;1.21105;0.77155;57.9;3902.75;20.06163;5.3805;119.655;
2021-02-09-09:10:45;1.21105;0.77155;57.9;3902.75;20.06214;5.3805;119.66;
2021-02-09-09:10:48;1.21105;0.77155;57.9;3902.75;20.06214;5.3815;119.66;
2021-02-09-09:10:51;1.21105;0.77155;57.9;3902.75;20.06214;5.3815;119.65;
2021-02-09-09:10:54;1.21105;0.77155;57.9;3902.75;20.06214;5.382;119.645;
2021-02-09-09:10:57;1.21105;0.77155;57.9;3902.75;20.06214;5.382;119.66;
2021-02-09-09:11:00;1.21105;0.77155;57.9;3902.5;20.06254;5.3825;119.655;
2021-02-09-09:11:03;1.21105;0.77155;57.9;3902.5;20.06254;5.384;119.64;
2021-02-09-09:11:06;1.21105;0.77155;57.9;3902.5;20.06254;5.383;119.645;
2021-02-09-09:11:09;1.21105;0.77155;57.9;3902.5;20.0626;5.383;119.65;
2021-02-09-09:11:12;1.21105;0.77166;57.9;3902.5;20.0626;5.383;119.655;
2021-02-09-09:11:15;1.21105;0.77166;57.91;3902.5;20.0626;5.384;119.66;
2021-02-09-09:11:18;1.21105;0.77166;57.91;3902.5;20.0626;5.3835;119.68;
2021-02-09-09:11:21;1.21105;0.77166;57.91;3902.5;20.0626;5.3835;119.675;
2021-02-09-09:11:24;1.21115;0.77166;57.91;3902.5;20.0616;5.382;119.67;
2021-02-09-09:11:27;1.21115;0.77166;57.91;3902.5;20.0616;5.382;119.655;
2021-02-09-09:11:30;1.21115;0.77166;57.91;3902.5;20.0608;5.379;119.685;
2021-02-09-09:11:33;1.21115;0.77166;57.91;3902.5;20.0608;5.38;119.685;
2021-02-09-09:11:36;1.21115;0.77171;57.91;3902.5;20.0602;5.38;119.65;
2021-02-09-09:11:39;1.21115;0.77173;57.91;3902.5;20.0524;5.3795;119.69;
2021-02-09-09:11:42;1.21115;0.77173;57.91;3902.5;20.05859;5.3795;119.695;
2021-02-09-09:11:45;1.21115;0.77173;57.91;3902.75;20.05859;5.3805;119.69;
2021-02-09-09:11:48;1.21115;0.77173;57.91;3902.5;20.062;5.3805;119.68;
2021-02-09-09:11:51;1.21115;0.77173;57.91;3902.5;20.06206;5.3805;119.68;
