2021-01-28-09:10:00;1.2118;0.76049;52.7;3741.75;20.3933;5.426;116.32;
2021-01-28-09:10:03;1.2118;0.76051;52.7;3741;20.3933;5.427;116.28;
2021-01-28-09:10:06;1.2118;0.76053;52.7;3741;20.3933;5.4265;116.265;
2021-01-28-09:10:09;1.2118;0.76052;52.7;3740.75;20.3939;5.4265;116.295;
2021-01-28-09:10:12;1.2118;0.76055;52.71;3741;20.3936;5.4265;116.335;
2021-01-28-09:10:15;1.2118;0.76056;52.71;3741;20.3936;5.4265;116.34;
2021-01-28-09:10:18;1.21185;0.76061;52.71;3741.5;20.3901;5.426;116.365;
2021-01-28-09:10:21;1.21185;0.76064;52.71;3742;20.385;5.423;116.35;
2021-01-28-09:10:24;1.21185;0.76063;52.71;3742;20.3852;5.4225;116.335;
2021-01-28-09:10:27;1.21185;0.76063;52.71;3741.75;20.3854;5.4225;116.33;
2021-01-28-09:10:30;1.21185;0.76063;52.71;3742;20.3854;5.4225;116.32;
2021-01-28-09:10:33;1.2119;0.76069;52.73;3743.25;20.3815;5.4215;116.34;
2021-01-28-09:10:36;1.2119;0.76069;52.73;3743.5;20.3815;5.4215;116.35;
2021-01-28-09:10:39;1.2119;0.76075;52.73;3743.75;20.3812;5.423;116.35;
2021-01-28-09:10:42;1.21195;0.76078;52.73;3744.25;20.3812;5.4225;116.345;
2021-01-28-09:10:45;1.21195;0.76077;52.73;3744;20.3812;5.421;116.345;
2021-01-28-09:10:48;1.21195;0.76079;52.73;3744;20.3812;5.4205;116.345;
2021-01-28-09:10:51;1.21205;0.76078;52.73;3744.5;20.3799;5.4195;116.37;
2021-01-28-09:10:54;1.21205;0.76083;52.75;3745.5;20.3775;5.4205;116.375;
2021-01-28-09:10:57;1.21205;0.76089;52.75;3745.5;20.3775;5.421;116.4;
2021-01-28-09:11:00;1.21205;0.76079;52.75;3745;20.37953;5.4205;116.415;
2021-01-28-09:11:03;1.212;0.7607;52.74;3744.75;20.3827;5.421;116.39;
2021-01-28-09:11:06;1.212;0.76067;52.74;3744.5;20.3826;5.423;116.375;
2021-01-28-09:11:09;1.212;0.76069;52.74;3744.5;20.3826;5.4215;116.39;
2021-01-28-09:11:12;1.21205;0.76075;52.74;3744.5;20.3826;5.42;116.385;
2021-01-28-09:11:15;1.21205;0.76078;52.75;3744.25;20.37756;5.42;116.37;
2021-01-28-09:11:18;1.21205;0.76078;52.75;3744.5;20.3771;5.42;116.38;
2021-01-28-09:11:21;1.21205;0.76082;52.75;3744.5;20.377;5.4195;116.39;
2021-01-28-09:11:24;1.2121;0.76083;52.75;3744.75;20.3771;5.4195;116.405;
2021-01-28-09:11:27;1.2121;0.76083;52.75;3744.75;20.3771;5.421;116.395;
2021-01-28-09:11:30;1.2121;0.76082;52.75;3745;20.3763;5.4195;116.405;
2021-01-28-09:11:33;1.212;0.76077;52.74;3744.25;20.37835;5.421;116.39;
2021-01-28-09:11:36;1.21195;0.76077;52.74;3744.5;20.3774;5.421;116.385;
